PIN,Address,Sq. Ft.,Ward,Community Area Name,Zoning Classification,Location
20-21-306-003-0000,6813 S HALSTED ST,0,6,ENGLEWOOD,B1-2,"(41.77022309, -87.64416497)"
20-28-108-014-0000,7235 S HALSTED ST,0,6,ENGLEWOOD,B1-2,"(41.76230793, -87.64396053)"
20-17-423-070-0000,807 W 61ST ST,0,16,ENGLEWOOD,B2-2,"(41.78309076, -87.64519915)"
20-21-306-011-0000,6835 S HALSTED ST,0,6,ENGLEWOOD,B1-2,"(41.76958078, -87.64414794)"
20-16-100-056-0000,5618 S EMERALD AVE,0,20,ENGLEWOOD,RS-3,"(41.79190723, -87.64422524)"
20-29-221-019-0000,7347 S SANGAMON ST,0,17,ENGLEWOOD,RS-3,"(41.76008625, -87.64757379)"
20-16-409-008-0000,339 W 60TH PL,0,20,ENGLEWOOD,RS-3,"(41.78421516, -87.63424294)"
20-16-301-051-0000,5960 S LOWE AVE,0,20,ENGLEWOOD,RS-3,"(41.78531844, -87.64182979)"
20-17-226-020-0000,5806 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.78843096, -87.65143577)"
20-17-414-002-0000,6003 S PEORIA ST,0,16,ENGLEWOOD,RS-3,"(41.78497951, -87.6469967)"
20-16-101-077-0000,717 W GARFIELD BLVD,0,20,ENGLEWOOD,RT-4,"(41.79370641, -87.6435048)"
20-17-417-028-0000,6128 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.7824136, -87.65249825)"
20-20-217-015-0000,6535 S MAY ST,0,16,ENGLEWOOD,RS-3,"(41.77490905, -87.65281681)"
20-17-403-006-0000,1007 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78669111, -87.65019886)"
20-20-430-010-0000,7031 S PEORIA ST,0,6,ENGLEWOOD,RT-4,"(41.76604676, -87.6465191)"
20-21-110-012-0000,636 W 64TH ST,0,20,ENGLEWOOD,PD 74,"(41.77769471, -87.64173553)"
20-17-219-010-0000,5723 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.78984672, -87.65077278)"
20-17-405-026-0000,5955 S SANGAMON ST,0,16,ENGLEWOOD,RS-3,"(41.78541755, -87.64822857)"
20-20-202-025-0000,6322 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.77894104, -87.65119414)"
20-21-328-019-0000,7055 S EGGLESTON AVE,0,6,ENGLEWOOD,RT-4,"(41.76550901, -87.63557761)"
20-16-315-010-0000,731 W 61ST ST,0,16,ENGLEWOOD,RS-3,"(41.78314051, -87.64376742)"
20-16-200-007-0000,5527 S STEWART AVE,0,20,ENGLEWOOD,RS-3,"(41.7935406, -87.63495938)"
20-16-107-018-0000,415 W 56TH ST,0,20,ENGLEWOOD,RS-3,"(41.79282609, -87.63619547)"
20-16-407-020-0000,326 W 60TH PL,0,20,ENGLEWOOD,RS-3,"(41.78474674, -87.63380647)"
20-21-126-026-0000,6618 S PARNELL AVE,0,6,ENGLEWOOD,RT-4,"(41.77375038, -87.63905689)"
20-16-309-030-0000,638 W 61ST ST,0,16,ENGLEWOOD,RS-3,"(41.78384666, -87.64155148)"
20-21-111-015-0000,6430 S PARNELL AVE,0,20,ENGLEWOOD,RT-4,"(41.77707434, -87.63881258)"
20-17-227-012-0000,5835 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.78766105, -87.65071532)"
20-17-411-042-0000,6050 S MORGAN ST,0,16,ENGLEWOOD,RS-3,"(41.78363937, -87.65009046)"
20-20-410-041-0000,1036 W 69TH ST,0,16,ENGLEWOOD,RS-3,"(41.76897004, -87.65084225)"
20-20-217-032-0000,6520 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.77533127, -87.65231319)"
20-17-431-004-0000,6221 S GREEN ST,0,16,ENGLEWOOD,C1-3,"(41.78100302, -87.64569937)"
20-16-204-054-0000,5630 S LA SALLE ST,0,3,ENGLEWOOD,RS-3,"(41.7918266, -87.62959004)"
20-28-107-032-0000,7140 S STEWART AVE,0,6,ENGLEWOOD,RT-4,"(41.7640986, -87.63501127)"
20-20-205-001-0000,901 W 63RD ST,7583,16,ENGLEWOOD,PD 1131,"(41.77943919, -87.64819731)"
20-20-214-024-0000,6428 S GREEN ST,0,16,ENGLEWOOD,RT-4,"(41.77701442, -87.64627969)"
20-21-204-020-0000,6422 S HARVARD AVE,0,20,ENGLEWOOD,RT-4,"(41.77880914, -87.63379736)"
20-29-206-008-0000,839 W 71ST ST,0,6,ENGLEWOOD,RT-4,"(41.7649185, -87.64585608)"
20-16-218-042-0000,5808 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78877867, -87.62949365)"
20-16-407-009-0000,333 W 60TH ST,0,20,ENGLEWOOD,RS-3,"(41.78512932, -87.63410633)"
20-21-105-014-0000,6345 S PARNELL AVE,0,20,ENGLEWOOD,RT-4,"(41.77856255, -87.63835279)"
20-16-208-009-0000,5646 S SHIELDS AVE,0,3,ENGLEWOOD,RS-3,"(41.79125809, -87.63440808)"
20-17-226-013-0000,5837 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.7876414, -87.6519308)"
20-17-424-004-0000,6213 S RACINE AVE,0,16,ENGLEWOOD,C1-1,"(41.78099998, -87.65439064)"
20-16-218-040-0000,5768 S LA SALLE ST,0,20,ENGLEWOOD,RS-3,"(41.78892442, -87.62949802)"
20-21-317-018-0000,544 W 70TH ST,0,6,ENGLEWOOD,RT-4,"(41.76726136, -87.63889553)"
20-17-219-005-0000,5709 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.79025843, -87.65078362)"
20-21-210-003-0000,6505 S YALE AVE,7000,20,ENGLEWOOD,RT-4,"(41.77630437, -87.63133915)"
20-21-119-026-0000,512 W 65TH PL,0,20,ENGLEWOOD,RT-4,"(41.77555603, -87.63750845)"
20-20-221-018-0000,6543 S SANGAMON ST,0,6,ENGLEWOOD,RS-3,"(41.77477549, -87.64795158)"
20-17-415-023-0000,6018 S HALSTED ST,0,16,ENGLEWOOD,PD 1206,"(41.78459291, -87.64527321)"
20-16-204-051-0000,5624 S LA SALLE ST,0,3,ENGLEWOOD,RS-3,"(41.7920279, -87.62959535)"
20-20-210-044-0000,6457 S ABERDEEN ST,0,16,ENGLEWOOD,RS-3,"(41.77619575, -87.65163742)"
20-28-102-033-0000,7150 S LOWE AVE,0,6,ENGLEWOOD,RT-4,"(41.76377342, -87.64045143)"
20-16-112-009-0000,5731 S HALSTED ST,0,20,ENGLEWOOD,C1-2,"(41.78973139, -87.64467356)"
20-20-210-024-0000,6408 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.77750644, -87.65115636)"
20-21-310-002-0000,6805 S PARNELL AVE,0,6,ENGLEWOOD,RT-4,"(41.77046844, -87.63830193)"
20-17-217-020-0000,5745 S MAY ST,3109,16,ENGLEWOOD,RS-3,"(41.78926265, -87.6531869)"
20-17-226-027-0000,5832 S CARPENTER ST,0,16,ENGLEWOOD,RS-3,"(41.78771738, -87.6514169)"
20-16-102-007-0000,651 W GARFIELD BLVD,0,20,ENGLEWOOD,RT-4,"(41.79373037, -87.64228607)"
20-17-414-014-0000,6033 S PEORIA ST,0,16,ENGLEWOOD,RS-3,"(41.78416296, -87.64697556)"
20-20-219-042-0000,6554 S MORGAN ST,0,6,ENGLEWOOD,RS-3,"(41.77446922, -87.64985837)"
20-17-208-001-0000,5601 S RACINE AVE,0,16,ENGLEWOOD,B3-2,"(41.79223081, -87.65448053)"
20-20-209-017-0000,6445 S MAY ST,0,16,ENGLEWOOD,RS-3,"(41.77645376, -87.65285733)"
20-17-401-011-0000,1101 W 59TH ST,0,16,ENGLEWOOD,B3-1,"(41.78680976, -87.65231709)"
20-17-401-028-0000,5955 S MAY ST,0,16,ENGLEWOOD,RS-3,"(41.78529616, -87.65308509)"
20-17-203-020-0000,5516 S MORGAN ST,0,16,ENGLEWOOD,RS-3,"(41.7932945, -87.65034793)"
